"fighter0_first_name","fighter0_last_name","fighter1_first_name","fighter1_last_name","event","date","location","gender","weight","title","wasDraw","method","rounds","fight_time","fighter0_nickname","fighter0_wins","fighter0_losses","fighter0_draws","fighter0_height","fighter0_weight","fighter0_reach","fighter0_stance","fighter0_birth_date","fighter1_nickname","fighter1_wins","fighter1_losses","fighter1_draws","fighter1_height","fighter1_weight","fighter1_reach","fighter1_stance","fighter1_birth_date"
"Cub","Swanson","Billy","Quarantillo","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Featherweight",0,0,"KO/TKO",3,"1:36","",30,14,0,"5' 8""","145 lbs.","70""","Orthodox","Nov 02, 1983","",18,7,0,"5' 10""","145 lbs.","70""","Orthodox","Dec 08, 1988"
"Manel","Kape","Bruno","Silva","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Flyweight",0,0,"KO/TKO",3,"1:57","Starboy",20,7,0,"5' 5""","125 lbs.","68""","Southpaw","Nov 14, 1993","Bulldog",14,6,2,"5' 4""","125 lbs.","65""","Orthodox","Mar 16, 1990"
"Vitor","Petrino","Dustin","Jacoby","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Light Heavyweight",0,0,"KO/TKO",3,"3:44","",11,2,0,"6' 2""","205 lbs.","77""","Orthodox","Aug 28, 1997","The Hanyak",20,9,1,"6' 3""","205 lbs.","76""","Orthodox","Apr 04, 1988"
"Adrian","Yanez","Daniel","Marcos","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Bantamweight",0,0,"Decision - Split",3,"5:00","",17,6,0,"5' 7""","135 lbs.","70""","Orthodox","Nov 29, 1993","Soncora",17,0,0,"5' 7""","135 lbs.","69""","Orthodox","Mar 07, 1993"
"Navajo","Stirling","Tuco","Tokkos","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","",6,0,0,"6' 4""","205 lbs.","79""","Orthodox","Nov 07, 1997","",10,5,0,"6' 4""","205 lbs.","76""","Orthodox","Jun 30, 1990"
"Michael","Johnson","Ottman","Azaitar","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Lightweight",0,0,"KO/TKO",2,"2:03","The Menace",24,19,0,"5' 10""","155 lbs.","73""","Southpaw","Jun 04, 1986","Bulldozer",13,3,0,"5' 8""","155 lbs.","71""","Switch","Feb 20, 1990"
"Joel","Alvarez","Drakkar","Klose","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Lightweight",0,0,"KO/TKO",1,"2:48","El Fenomeno",22,3,0,"6' 3""","155 lbs.","77""","Orthodox","Mar 02, 1993","",15,3,1,"5' 9""","155 lbs.","70""","Orthodox","Mar 09, 1988"
"Sean","Woodson","Fernando","Padilla","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Featherweight",0,0,"KO/TKO",1,"4:58","The Sniper",13,1,1,"6' 2""","145 lbs.","78""","Orthodox","Jun 07, 1992","El Valiente",16,6,0,"6' 1""","145 lbs.","76""","Orthodox","Dec 15, 1996"
"Miles","Johns","Felipe","Lima","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Chapo",15,3,0,"5' 7""","145 lbs.","66""","Orthodox","Mar 30, 1994","Jungle Boy",14,1,0,"5' 6""","145 lbs.","68""","Orthodox","May 07, 1998"
"Miranda","Maverick","Jamey-Lyn","Horth","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Fear The",17,5,0,"5' 3""","125 lbs.","65""","Southpaw","Jul 01, 1997","",7,2,0,"5' 7""","125 lbs.","66""","Orthodox","Mar 30, 1990"
"Davey","Grant","Ramon","Taveras","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Dangerous",16,7,0,"5' 8""","135 lbs.","69""","Orthodox","Dec 18, 1985","The Savage",10,3,0,"5' 8""","135 lbs.","70""","Southpaw","Jan 09, 1994"
"Josefine","Knutsson","Piera","Rodriguez","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","Thunder",8,1,0,"5' 3""","115 lbs.","60""","Orthodox","Jan 16, 1996","La Fiera",10,2,0,"5' 3""","115 lbs.","63""","Orthodox","Nov 11, 1992"
"Alexandre","Pantoja","Kai","Asakura","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Flyweight",1,0,"Submission",2,"2:05","The Cannibal",29,5,0,"5' 5""","125 lbs.","67""","Orthodox","Apr 16, 1990","",21,5,0,"5' 8""","125 lbs.","69""","Orthodox","Oct 31, 1993"
"Shavkat","Rakhmonov","Ian","Machado Garry","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Decision - Unanimous",5,"5:00","Nomad",19,0,0,"6' 1""","170 lbs.","77""","Orthodox","Oct 23, 1994","The Future",15,1,0,"6' 3""","170 lbs.","74""","Orthodox","Nov 17, 1997"
"Ciryl","Gane","Alexander","Volkov","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"Decision - Split",3,"5:00","Bon Gamin",13,2,0,"6' 4""","245 lbs.","81""","Orthodox","Apr 12, 1990","Drago",38,11,0,"6' 7""","250 lbs.","80""","Orthodox","Oct 24, 1988"
"Bryce","Mitchell","Kron","Gracie","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"KO/TKO",3,"0:39","Thug Nasty",17,3,0,"5' 10""","145 lbs.","70""","Southpaw","Oct 04, 1994","",5,3,0,"5' 9""","145 lbs.","70""","Southpaw","Jul 11, 1988"
"Nate","Landwehr","Dooho","Choi","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"KO/TKO",3,"3:21","The Train",18,6,0,"5' 9""","145 lbs.","72""","Orthodox","Jun 06, 1988","The Korean Superboy",16,4,1,"5' 10""","145 lbs.","70""","Orthodox","Apr 10, 1991"
"Dominick","Reyes","Anthony","Smith","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"KO/TKO",2,"4:46","The Devastator",14,4,0,"6' 4""","205 lbs.","77""","Southpaw","Dec 26, 1989","Lionheart",38,21,0,"6' 4""","205 lbs.","76""","Orthodox","Jul 26, 1988"
"Vicente","Luque","Themba","Gorimbo","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Submission",1,"0:52","The Silent Assassin",23,10,1,"5' 11""","170 lbs.","75""","Orthodox","Nov 27, 1991","The Answer",14,5,0,"6' 1""","170 lbs.","77""","Orthodox","Jan 23, 1991"
"Movsar","Evloev","Aljamain","Sterling","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","",19,0,0,"5' 7""","145 lbs.","72""","Orthodox","Feb 11, 1994","Funk Master",24,5,0,"5' 7""","145 lbs.","71""","Orthodox","Jul 31, 1989"
"Randy","Brown","Bryan","Battle","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Decision - Split",3,"5:00","Rudeboy",19,6,0,"6' 3""","170 lbs.","78""","Orthodox","Jul 08, 1990","The Butcher",13,2,0,"6' 1""","170 lbs.","77""","Orthodox","Sep 21, 1994"
"Chris","Weidman","Eryk","Anders","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Catch Weight",0,0,"KO/TKO",2,"4:51","The All-american",16,8,0,"6' 2""","185 lbs.","78""","Orthodox","Jun 17, 1984","Ya Boi",17,8,0,"6' 1""","185 lbs.","75""","Southpaw","Apr 21, 1987"
"Cody","Durden","Joshua","Van","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Custom Made",17,7,1,"5' 7""","125 lbs.","67""","Southpaw","Mar 29, 1991","The Fearless",12,2,0,"5' 5""","125 lbs.","65""","Orthodox","Oct 10, 2001"
"Michael","Chiesa","Max","Griffin","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Submission",3,"1:56","Maverick",20,7,0,"6' 1""","170 lbs.","75""","Southpaw","Dec 07, 1987","Pain",20,11,0,"5' 11""","170 lbs.","76""","Orthodox","Nov 29, 1985"
"Clay","Guida","Chase","Hooper","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Submission",1,"3:41","The Carpenter",38,22,0,"5' 7""","155 lbs.","70""","Orthodox","Dec 08, 1981","The Dream",15,3,1,"6' 1""","155 lbs.","74""","Southpaw","Sep 13, 1999"
"Kennedy","Nzechukwu","Lukasz","Brzeski","UFC 310: Pantoja vs. Asakura","December 07, 2024","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"KO/TKO",1,"4:51","African Savage",14,5,0,"6' 5""","236 lbs.","83""","Southpaw","Jun 13, 1992","The Bull",9,6,1,"6' 4""","236 lbs.","78""","Orthodox","May 17, 1992"
"Petr","Yan","Deiveson","Figueiredo","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Bantamweight",0,0,"Decision - Unanimous",5,"5:00","No Mercy",18,5,0,"5' 7""","135 lbs.","67""","Switch","Feb 11, 1993","Deus Da Guerra",24,4,1,"5' 5""","135 lbs.","68""","Orthodox","Dec 18, 1987"
"Yan","Xiaonan","Tabatha","Ricci","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","",19,4,0,"5' 5""","115 lbs.","63""","Orthodox","Jun 16, 1989","Baby Shark",11,3,0,"5' 1""","115 lbs.","61""","Orthodox","Feb 21, 1995"
"Song","Kenan","Muslim","Salikhov","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Welterweight",0,0,"KO/TKO",1,"3:49","The Assassin",22,9,0,"6' 0""","170 lbs.","71""","Orthodox","Mar 10, 1990","King Of Kung Fu",21,5,0,"5' 11""","170 lbs.","70""","Orthodox","Jun 09, 1984"
"Wang","Cong","Gabriella","Fernandes","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Female","Flyweight",0,0,"Submission",2,"3:49","The Joker",7,1,0,"5' 6""","125 lbs.","66""","Southpaw","May 15, 1992","Gabi",10,3,0,"5' 6""","125 lbs.","66""","Southpaw","Aug 13, 1993"
"Volkan","Oezdemir","Carlos","Ulberg","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","No Time",20,8,0,"6' 2""","205 lbs.","75""","Orthodox","Sep 19, 1989","Black Jag",12,1,0,"6' 4""","205 lbs.","77""","Orthodox","Nov 07, 1990"
"Zhang","Mingyang","Ozzy","Diaz","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Light Heavyweight",0,0,"KO/TKO",1,"2:25","Mountain Tiger",18,6,0,"6' 2""","205 lbs.","75""","Orthodox","Aug 16, 1998","",9,3,0,"6' 4""","185 lbs.","79""","Orthodox","Nov 22, 1990"
"Baergeng","Jieleyisi","SuYoung","You","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",18,6,0,"5' 9""","135 lbs.","70""","Orthodox","Nov 24, 1995","Yoo-jitsu",14,3,0,"5' 6""","135 lbs.","65""","Orthodox","Dec 11, 1995"
"Kiru","Sahota","DongHun","Choi","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Flyweight",0,0,"KO/TKO",1,"2:36","",12,3,0,"5' 10""","125 lbs.","73""","Orthodox","May 28, 1995","",9,0,0,"5' 5""","125 lbs.","66""","Switch","Jan 02, 1999"
"Shi","Ming","Feng","Xiaocan","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Female","Strawweight",0,0,"KO/TKO",3,"0:46","",17,5,0,"5' 2""","115 lbs.","60""","Orthodox","Nov 14, 1994","",10,3,0,"5' 7""","115 lbs.","66""","Southpaw","Dec 27, 2001"
"Nyamjargal","Tumendemberel","Carlos","Hernandez","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Flyweight",0,0,"Decision - Split",3,"5:00","Art Of Knockout",8,1,0,"5' 7""","125 lbs.","71""","Orthodox","Mar 22, 1998","",10,4,0,"5' 8""","125 lbs.","67""","Orthodox","Oct 25, 1993"
"Lone'er","Kavanagh","Jose","Ochoa","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","",8,0,0,"5' 4""","125 lbs.","67""","Orthodox","Jun 09, 1999","Kalzifer",7,1,0,"5' 7""","125 lbs.","67""","Southpaw","Dec 31, 2000"
"Xiao","Long","Quang","Le","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Bantamweight",0,0,"KO/TKO",3,"1:28","",27,9,0,"5' 8""","135 lbs.","70""","Orthodox","Apr 13, 1998","Bang",8,2,0,"5' 6""","135 lbs.","70""","Orthodox","Oct 18, 1991"
"Maheshate","","Nikolas","Motta","UFC Fight Night: Yan vs. Figueiredo","November 23, 2024","Macau, China","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",10,4,0,"6' 0""","155 lbs.","71""","Orthodox","Dec 01, 1999","Iron",15,5,0,"5' 9""","155 lbs.","70""","Orthodox","Feb 08, 1993"
"Jon","Jones","Stipe","Miocic","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Heavyweight",1,0,"KO/TKO",3,"4:29","Bones",28,1,0,"6' 4""","248 lbs.","84""","Orthodox","Jul 19, 1987","",20,5,0,"6' 4""","240 lbs.","80""","Orthodox","Aug 19, 1982"
"Charles","Oliveira","Michael","Chandler","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Lightweight",0,0,"Decision - Unanimous",5,"5:00","Do Bronxs",35,10,0,"5' 10""","155 lbs.","74""","Orthodox","Oct 17, 1989","Iron",23,9,0,"5' 8""","155 lbs.","71""","Orthodox","Apr 24, 1986"
"Bo","Nickal","Paul","Craig","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","",7,0,0,"6' 1""","185 lbs.","76""","Southpaw","Jan 14, 1996","Bearjew",17,9,1,"6' 3""","185 lbs.","76""","Orthodox","Nov 27, 1987"
"Viviane","Araujo","Karine","Silva","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Vivi",13,6,0,"5' 4""","125 lbs.","68""","Orthodox","Nov 21, 1986","Killer",18,5,0,"5' 5""","125 lbs.","67""","Orthodox","Dec 02, 1993"
"Mauricio","Ruffy","James","Llontop","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Catch Weight",0,0,"Decision - Unanimous",3,"5:00","",11,1,0,"5' 11""","155 lbs.","75""","Orthodox","Jun 17, 1996","Goku",14,5,0,"6' 0""","155 lbs.","73""","Orthodox","Aug 02, 1999"
"Jonathan","Martinez","Marcus","McGhee","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Dragon",19,6,0,"5' 8""","135 lbs.","70""","Southpaw","Apr 20, 1994","The Maniac",10,1,0,"5' 8""","135 lbs.","69""","Orthodox","May 07, 1990"
"Jim","Miller","Damon","Jackson","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Lightweight",0,0,"Submission",1,"2:44","A-10",38,18,0,"5' 8""","155 lbs.","71""","Southpaw","Aug 30, 1983","The Leech",23,8,1,"5' 11""","155 lbs.","71""","Switch","Aug 08, 1988"
"David","Onama","Roberto","Romero","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",13,2,0,"5' 11""","145 lbs.","74""","Orthodox","Jun 07, 1994","El Charro Negro",8,4,1,"5' 8""","145 lbs.","70""","Orthodox","Jan 30, 2000"
"Marcin","Tybura","Jhonata","Diniz","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Heavyweight",0,0,"TKO - Doctor's Stoppage",2,"5:00","Tybur",26,9,0,"6' 3""","249 lbs.","78""","Orthodox","Nov 09, 1985","",8,1,0,"6' 4""","254 lbs.","79""","Orthodox","Jun 23, 1991"
"Mickey","Gall","Ramiz","Brahimaj","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Welterweight",0,0,"KO/TKO",1,"2:55","",7,7,0,"6' 2""","170 lbs.","74""","Switch","Jan 22, 1992","",11,5,0,"5' 10""","170 lbs.","72""","Orthodox","Nov 17, 1992"
"Bassil","Hafez","Oban","Elliott","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Male","Welterweight",0,0,"KO/TKO",3,"0:40","The Habibi",9,4,1,"5' 11""","170 lbs.","72""","Orthodox","Jan 31, 1992","The Welsh Gangster",12,2,0,"6' 0""","170 lbs.","72""","Orthodox","Dec 19, 1997"
"Veronica","Hardy","Eduarda","Moura","UFC 309: Jones vs. Miocic","November 16, 2024","New York City, New York, USA","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","",9,5,1,"5' 4""","125 lbs.","64""","Southpaw","Oct 30, 1995","Ronda",11,1,0,"5' 6""","125 lbs.","66""","Orthodox","Feb 28, 1994"
"Neil","Magny","Carlos","Prates","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",1,"4:50","The Haitian Sensation",29,14,0,"6' 3""","170 lbs.","80""","Orthodox","Aug 03, 1987","The Nightmare",21,6,0,"6' 1""","170 lbs.","78""","Switch","Aug 17, 1993"
"Gerald","Meerschaert","Reinier","de Ridder","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Submission",3,"1:44","Gm3",37,18,0,"6' 1""","185 lbs.","77""","Southpaw","Dec 18, 1987","Rdr",19,2,0,"6' 4""","185 lbs.","78""","Southpaw","Sep 07, 1990"
"Gaston","Bolanos","Cortavious","Romious","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The Dreamkiller",8,4,0,"5' 7""","135 lbs.","69""","Orthodox","Sep 14, 1992","",9,3,0,"5' 4""","135 lbs.","68""","Southpaw","Jan 06, 1994"
"Luana","Pinheiro","Gillian","Robertson","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","",11,4,0,"5' 2""","115 lbs.","62""","Orthodox","Nov 18, 1992","The Savage",15,8,0,"5' 5""","115 lbs.","63""","Orthodox","May 17, 1995"
"Mansur","Abdul-Malik","Dusko","Todorovic","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",1,"2:44","",8,0,0,"6' 2""","185 lbs.","79""","Orthodox","Oct 07, 1997","Thunder",12,5,0,"6' 1""","185 lbs.","74""","Orthodox","May 19, 1994"
"Karolina","Kowalkiewicz","Denise","Gomes","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","",16,9,0,"5' 3""","115 lbs.","64""","Orthodox","Oct 15, 1985","Dee",10,3,0,"5' 2""","115 lbs.","63""","Orthodox","Dec 30, 1999"
"Elizeu","Zaleski dos Santos","Zachary","Scroggin","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",1,"1:15","Capoeira",25,8,1,"5' 11""","170 lbs.","73""","Orthodox","Dec 11, 1986","",7,1,0,"6' 3""","170 lbs.","74""","Orthodox","Mar 09, 1996"
"Matthew","Semelsberger","Charles","Radtke","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",1,"0:51","Semi The Jedi",11,8,0,"6' 1""","170 lbs.","75""","Switch","Nov 23, 1992","Chuck Buffalo",10,4,0,"5' 9""","170 lbs.","72""","Orthodox","Jul 09, 1990"
"Cody","Stamann","Da'Mon","Blackshear","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Submission",1,"4:19","The Spartan",21,8,1,"5' 6""","135 lbs.","64""","Orthodox","Nov 09, 1989","The Monster",15,7,1,"5' 10""","135 lbs.","72""","Switch","Aug 12, 1994"
"Tresean","Gore","Antonio","Trocoli","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Submission",1,"1:23","Mr. Vicious",6,2,0,"6' 0""","185 lbs.","75""","Switch","Jun 21, 1994","Malvado",12,5,0,"6' 6""","185 lbs.","79""","Orthodox","Dec 06, 1990"
"Melissa","Mullins","Klaudia","Sygula","UFC Fight Night: Magny vs. Prates","November 09, 2024","Las Vegas, Nevada, USA","Female","Bantamweight",0,0,"KO/TKO",2,"1:20","No Mess",7,1,0,"5' 7""","135 lbs.","68""","Orthodox","Jul 23, 1991","",6,2,0,"5' 8""","135 lbs.","69""","Orthodox","Dec 30, 1998"
"Brandon","Moreno","Amir","Albazi","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Male","Flyweight",0,0,"Decision - Unanimous",5,"5:00","The Assassin Baby",22,8,2,"5' 7""","125 lbs.","70""","Orthodox","Dec 07, 1993","The Prince",17,2,0,"5' 5""","125 lbs.","68""","Orthodox","Oct 27, 1993"
"Erin","Blanchfield","Rose","Namajunas","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Female","Flyweight",0,0,"Decision - Unanimous",5,"5:00","Cold Blooded",13,2,0,"5' 4""","125 lbs.","66""","Orthodox","May 04, 1999","Thug",14,7,0,"5' 5""","125 lbs.","65""","Orthodox","Jun 29, 1992"
"Caio","Machado","Brendson","Ribeiro","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Male","Light Heavyweight",0,0,"Decision - Split",3,"5:00","Bigfoot",8,4,1,"6' 4""","250 lbs.","78""","Southpaw","Jul 20, 1994","The Gorilla",16,7,0,"6' 3""","205 lbs.","81""","Orthodox","Sep 08, 1996"
"Ariane","da Silva","Jasmine","Jasudavicius","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Female","Flyweight",0,0,"Submission",3,"2:28","Queen Of Violence",17,10,0,"5' 6""","125 lbs.","67""","Orthodox","Jan 26, 1994","",13,3,0,"5' 7""","125 lbs.","68""","Orthodox","Mar 01, 1989"
"Marc-Andre","Barriault","Dustin","Stoltzfus","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Male","Middleweight",0,0,"KO/TKO",1,"4:28","Powerbar",16,9,0,"6' 1""","185 lbs.","74""","Orthodox","Feb 18, 1990","",16,6,0,"6' 0""","185 lbs.","75""","Orthodox","Nov 15, 1991"
"Mike","Malott","Trevin","Giles","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Proper",11,2,1,"6' 1""","170 lbs.","73""","Orthodox","Nov 07, 1991","",16,7,0,"6' 0""","170 lbs.","74""","Orthodox","Aug 06, 1992"
"Aiemann","Zahabi","Pedro","Munhoz","UFC Fight Night: Moreno vs. Albazi","November 02, 2024","Edmonton, Alberta, Canada","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",12,2,0,"5' 8""","135 lbs.","68""","Orthodox","Nov 19, 1987","The Young Punisher",20,10,0,"5' 6""","135 lbs.","65""","Orthodox","Sep 07, 1986"
